path	block_type	mask_type	reference_block	link_status	runtime_token
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/S_ext	Inport		spsDynamicLoadModel/Discrete/Positive Sequence  current/S_ext	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Complex to Magnitude-Angle	ComplexToMagnitudeAngle		spsDynamicLoadModel/Discrete/Positive Sequence  current/Complex to Magnitude-Angle	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Complex to Real-Imag1	ComplexToRealImag		spsDynamicLoadModel/Discrete/Positive Sequence  current/Complex to Real-Imag1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Conj1	Math		spsDynamicLoadModel/Discrete/Positive Sequence  current/Conj1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Math Function	Math		spsDynamicLoadModel/Discrete/Positive Sequence  current/Math Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Mux1	Mux		spsDynamicLoadModel/Discrete/Positive Sequence  current/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Mux2	Mux		spsDynamicLoadModel/Discrete/Positive Sequence  current/Mux2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Mux3	Mux		spsDynamicLoadModel/Discrete/Positive Sequence  current/Mux3	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/P0// (Vo^np)	Gain		spsDynamicLoadModel/Discrete/Positive Sequence  current/P0// (Vo^np)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/PQ_ext	Constant		spsDynamicLoadModel/Discrete/Positive Sequence  current/PQ_ext	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Product	Product		spsDynamicLoadModel/Discrete/Positive Sequence  current/Product	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Q0//(Vo^nq)	Gain		spsDynamicLoadModel/Discrete/Positive Sequence  current/Q0//(Vo^nq)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Real-Imag to Complex	RealImagToComplex		spsDynamicLoadModel/Discrete/Positive Sequence  current/Real-Imag to Complex	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Switch1	Switch		spsDynamicLoadModel/Discrete/Positive Sequence  current/Switch1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Switch3	Switch		spsDynamicLoadModel/Discrete/Positive Sequence  current/Switch3	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Switch4	Switch		spsDynamicLoadModel/Discrete/Positive Sequence  current/Switch4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_P	SubSystem	Discrete Lead-Lag Controller	spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_P	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_P/In1	Inport		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_P/In1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_P/Discrete State-Space	DiscreteStateSpace		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_P/Discrete State-Space	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_P/Out1	Outport		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_P/Out1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_Q	SubSystem	Discrete Lead-Lag Controller	spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_Q	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_Q/In1	Inport		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_Q/In1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_Q/Discrete State-Space	DiscreteStateSpace		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_Q/Discrete State-Space	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/TF_Q/Out1	Outport		spsDynamicLoadModel/Discrete/Positive Sequence  current/TF_Q/Out1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/V^nq	Fcn		spsDynamicLoadModel/Discrete/Positive Sequence  current/V^nq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/V^nq ,	Fcn		spsDynamicLoadModel/Discrete/Positive Sequence  current/V^nq ,	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Vmin^(np-2)	Gain		spsDynamicLoadModel/Discrete/Positive Sequence  current/Vmin^(np-2)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/Vmin^(nq-2)	Gain		spsDynamicLoadModel/Discrete/Positive Sequence  current/Vmin^(nq-2)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/np	Constant		spsDynamicLoadModel/Discrete/Positive Sequence  current/np	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/nq	Constant		spsDynamicLoadModel/Discrete/Positive Sequence  current/nq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/pu>V	Gain		spsDynamicLoadModel/Discrete/Positive Sequence  current/pu>V	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/I1(A)	Outport		spsDynamicLoadModel/Discrete/Positive Sequence  current/I1(A)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/VPQ	Outport		spsDynamicLoadModel/Discrete/Positive Sequence  current/VPQ	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Real-Imag to Complex	RealImagToComplex		spsDynamicLoadModel/Discrete/Real-Imag to Complex	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Real-Imag to Complex1	RealImagToComplex		spsDynamicLoadModel/Discrete/Real-Imag to Complex1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Selector	Selector		spsDynamicLoadModel/Discrete/Selector	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Unit Delay2	UnitDelay		spsDynamicLoadModel/Discrete/Unit Delay2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/V> pu	Gain		spsDynamicLoadModel/Discrete/V> pu	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc	SubSystem	dq0 to abc Transformation	spsdq0toabcLib/dq0 to abc	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0	Inport		spsdq0toabcLib/dq0 to abc/dq0	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/wt	Inport		spsdq0toabcLib/dq0 to abc/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/Alpha-Beta-Zero to abc	SubSystem	Alpha-Beta-Zero to abc Transformation	spsAlphaBetaZerotoabcLib/Alpha-Beta-Zero to abc	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/Alpha-Beta-Zero to abc/al_be_0	Inport		spsAlphaBetaZerotoabcLib/Alpha-Beta-Zero to abc/al_be_0	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/Alpha-Beta-Zero to abc/Gain3	Gain		spsAlphaBetaZerotoabcLib/Alpha-Beta-Zero to abc/Gain3	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/Alpha-Beta-Zero to abc/abc	Outport		spsAlphaBetaZerotoabcLib/Alpha-Beta-Zero to abc/abc	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero	SubSystem	dq0 to Alpha-Beta-Zero Transformation	spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/dq0	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/dq0	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/wt	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant	SubSystem	Compare To Constant	simulink/Logic and Bit Operations/Compare To Constant	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant/u	Inport		simulink/Logic and Bit Operations/Compare To Constant/u	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant/Compare	RelationalOperator		simulink/Logic and Bit Operations/Compare To Constant/Compare	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant/Constant	Constant		simulink/Logic and Bit Operations/Compare To Constant/Constant	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant/y	Outport		simulink/Logic and Bit Operations/Compare To Constant/y	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant1	SubSystem	Compare To Constant	simulink/Logic and Bit Operations/Compare To Constant	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant1/u	Inport		simulink/Logic and Bit Operations/Compare To Constant/u	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant1/Compare	RelationalOperator		simulink/Logic and Bit Operations/Compare To Constant/Compare	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant1/Constant	Constant		simulink/Logic and Bit Operations/Compare To Constant/Constant	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Compare To Constant1/y	Outport		simulink/Logic and Bit Operations/Compare To Constant/y	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Constant	Constant		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Constant	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Demux4	Demux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Demux4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Mux	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Mux	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay	SubSystem		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/dq	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/dq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/wt	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Enable	EnablePort		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Enable	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Fcn	Fcn		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Fcn	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Fcn1	Fcn		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Fcn1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux1	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux2	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/Mux2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/alpha_beta	Outport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem - pi//2 delay/alpha_beta	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1	SubSystem		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/dq	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/dq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/wt	Inport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Enable	EnablePort		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Enable	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Fcn	Fcn		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Fcn	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Fcn1	Fcn		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Fcn1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Mux	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Mux	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Mux1	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/Mux2	Mux		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/Mux2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Subsystem1/alpha_beta	Outport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Subsystem1/alpha_beta	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/Switch	Switch		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/Switch	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/dq0 to Alpha-Beta-Zero/al_be_0	Outport		spsdq0toAlphaBetaZeroLib/dq0 to Alpha-Beta-Zero/al_be_0	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/dq0 to abc/abc	Outport		spsdq0toabcLib/dq0 to abc/abc	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/i	Outport		spsDynamicLoadModel/Discrete/i	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/m	Outport		spsDynamicLoadModel/Discrete/m	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/A	PMIOPort		spsThreePhaseDynamicLoadLib/Three-Phase Dynamic Load/A	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/B	PMIOPort		spsThreePhaseDynamicLoadLib/Three-Phase Dynamic Load/B	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/C	PMIOPort		spsThreePhaseDynamicLoadLib/Three-Phase Dynamic Load/C	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/m	Outport		spsThreePhaseDynamicLoadLib/Three-Phase Dynamic Load/m	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/A	PMIOPort			none	
IEEE39bus/SS_NorthSystem2/Load 18/B	PMIOPort			none	
IEEE39bus/SS_NorthSystem2/Load 18/C	PMIOPort			none	
IEEE39bus/SS_NorthSystem2/Load 27	SubSystem			none	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27	SubSystem	Three-Phase VI Measurement	spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Iabc	Goto			none	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Kv	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Kv1	Gain		spsThreePhaseVIMeasurementLib/Three-Phase V-I Measurement/Kv1	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode I	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode I/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode I/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode V	SubSystem		spsVIMeasurementModel/Complex	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode V/In1	Inport		spsVIMeasurementModel/Complex/In1	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Mode V/Out1	Outport		spsVIMeasurementModel/Complex/Out1	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model	SubSystem	Specialized Power Systems Three-Phase VI Measurement	spsVIMeasurementModel/VI	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/Ground	PMComponent	Ground	spsGroundLib/Ground	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I A:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/Model/in	Inport		spsMeasurementModel/Complex/in	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/Model/out	Outport		spsMeasurementModel/Complex/out	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/do not delete this gain	Gain		spsCurrentMeasurementLib/Current Measurement/do not delete this gain	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/source	From		spsCurrentMeasurementLib/Current Measurement/source	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/+	PMIOPort		spsCurrentMeasurementLib/Current Measurement/+	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/-	PMIOPort		spsCurrentMeasurementLib/Current Measurement/-	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I B:/i	Outport		spsCurrentMeasurementLib/Current Measurement/i	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I C:	SubSystem	Current Measurement	spsCurrentMeasurementLib/Current Measurement	resolved	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I C:/CurrentMeasurement	PMComponent	InnerPowersysBlock	spsCurrentMeasurementLib/Current Measurement/CurrentMeasurement	implicit	
IEEE39bus/SS_NorthSystem2/Load 27/Bus_L27/Model/I C:/Model	SubSystem		spsMeasurementModel/Complex	resolved	
